# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	705683	706963	-					virB10		BARCL_RS02890	1281		old_locus_tag=BARCL_0642
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	705683	706963	-	WP_013544429.1	WP_013544429.1		type IV secretion system protein VirB10	virB10		BARCL_RS02890	1281	426	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	706960	707820	-					virB9		BARCL_RS02895	861		old_locus_tag=BARCL_0643
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	706960	707820	-	WP_013544430.1	WP_013544430.1		P-type conjugative transfer protein VirB9	virB9		BARCL_RS02895	861	286	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	707817	708485	-							BARCL_RS02900	669		old_locus_tag=BARCL_0644
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	707817	708485	-	WP_026501035.1	WP_026501035.1		VirB8/TrbF family protein			BARCL_RS02900	669	222	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	708475	708801	-							BARCL_RS02905	327		old_locus_tag=BARCL_0645
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	708475	708801	-	WP_013544432.1	WP_013544432.1		hypothetical protein			BARCL_RS02905	327	108	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	708991	709983	-							BARCL_RS02915	993		old_locus_tag=BARCL_0646
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	708991	709983	-	WP_013544433.1	WP_013544433.1		type IV secretion system protein			BARCL_RS02915	993	330	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	709989	710423	-							BARCL_RS02920	435		old_locus_tag=BARCL_0647
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	709989	710423	-	WP_026501037.1	WP_026501037.1		hypothetical protein			BARCL_RS02920	435	144	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	710420	712774	-							BARCL_RS02925	2355		old_locus_tag=BARCL_0648
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	710420	712774	-	WP_013544435.1	WP_013544435.1		VirB4 family type IV secretion/conjugal transfer ATPase			BARCL_RS02925	2355	784	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	712784	713092	-							BARCL_RS02930	309		old_locus_tag=BARCL_0649
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	712784	713092	-	WP_013544436.1	WP_013544436.1		type IV secretion system protein VirB3			BARCL_RS02930	309	102	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	713093	713443	-							BARCL_RS02935	351		old_locus_tag=BARCL_0650
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	713093	713443	-	WP_013544437.1	WP_013544437.1		TrbC/VirB2 family protein			BARCL_RS02935	351	116	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	713795	714559	+							BARCL_RS02940	765		old_locus_tag=BARCL_0651
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	713795	714559	+	WP_013544961.1	WP_013544961.1		hypothetical protein			BARCL_RS02940	765	254	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	714851	716260	-					glnA		BARCL_RS02945	1410		old_locus_tag=BARCL_0652
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	714851	716260	-	WP_013544974.1	WP_013544974.1		type I glutamate--ammonia ligase	glnA		BARCL_RS02945	1410	469	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	716317	716655	-							BARCL_RS02950	339		old_locus_tag=BARCL_0653
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	716317	716655	-	WP_026501110.1	WP_026501110.1		P-II family nitrogen regulator			BARCL_RS02950	339	112	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	716927	719842	-					uvrA		BARCL_RS02955	2916		old_locus_tag=BARCL_0654
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	716927	719842	-	WP_013544976.1	WP_013544976.1		excinuclease ABC subunit UvrA	uvrA		BARCL_RS02955	2916	971	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	720062	720550	+					ssb		BARCL_RS02960	489		old_locus_tag=BARCL_0655
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	720062	720550	+	WP_013544977.1	WP_013544977.1		single-stranded DNA-binding protein	ssb		BARCL_RS02960	489	162	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	720976	723747	+					gyrA		BARCL_RS02965	2772		old_locus_tag=BARCL_0657
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	720976	723747	+	WP_013544979.1	WP_013544979.1		DNA gyrase subunit A	gyrA		BARCL_RS02965	2772	923	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	723781	724275	+					coaD		BARCL_RS02970	495		old_locus_tag=BARCL_0658
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	723781	724275	+	WP_013544980.1	WP_013544980.1		pantetheine-phosphate adenylyltransferase	coaD		BARCL_RS02970	495	164	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	724290	724874	+							BARCL_RS02975	585		old_locus_tag=BARCL_0659
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	724290	724874	+	WP_026501111.1	WP_026501111.1		peptidylprolyl isomerase			BARCL_RS02975	585	194	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	724899	725411	+							BARCL_RS02980	513		old_locus_tag=BARCL_0660
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	724899	725411	+	WP_013544982.1	WP_013544982.1		peptidylprolyl isomerase			BARCL_RS02980	513	170	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	725848	726966	+					tgt		BARCL_RS02985	1119		old_locus_tag=BARCL_0661
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	725848	726966	+	WP_013544983.1	WP_013544983.1		tRNA guanosine(34) transglycosylase Tgt	tgt		BARCL_RS02985	1119	372	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	727424	728617	+							BARCL_RS02990	1194		old_locus_tag=BARCL_0662
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	727424	728617	+	WP_013544984.1	WP_013544984.1		MFS transporter			BARCL_RS02990	1194	397	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	729114	730328	-							BARCL_RS02995	1215		old_locus_tag=BARCL_0663
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	729114	730328	-	WP_013544985.1	WP_013544985.1		NADP-dependent isocitrate dehydrogenase			BARCL_RS02995	1215	404	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	730567	731214	+							BARCL_RS03000	648		old_locus_tag=BARCL_0664
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	730567	731214	+	WP_244392219.1	WP_244392219.1		hypothetical protein			BARCL_RS03000	648	215	
gene	tRNA	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	731983	732057	-							BARCL_RS03005	75		old_locus_tag=BARCL_tRNA35
tRNA		GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	731983	732057	-				tRNA-Glu			BARCL_RS03005	75		anticodon=TTC
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	732885	733874	+					glpX		BARCL_RS03010	990		old_locus_tag=BARCL_0667
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	732885	733874	+	WP_013544987.1	WP_013544987.1		class II fructose-bisphosphatase	glpX		BARCL_RS03010	990	329	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	733983	735089	-							BARCL_RS03015	1107		old_locus_tag=BARCL_0668
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	733983	735089	-	WP_013544988.1	WP_013544988.1		branched-chain amino acid aminotransferase			BARCL_RS03015	1107	368	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	735371	735622	+							BARCL_RS03020	252		old_locus_tag=BARCL_0669
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	735371	735622	+	WP_013544989.1	WP_013544989.1		hypothetical protein			BARCL_RS03020	252	83	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	735791	738373	-							BARCL_RS03025	2583		old_locus_tag=BARCL_0670
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	735791	738373	-	WP_013544990.1	WP_013544990.1		SPOR domain-containing protein			BARCL_RS03025	2583	860	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	738542	740308	-					argS		BARCL_RS03030	1767		old_locus_tag=BARCL_0671
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	738542	740308	-	WP_013544991.1	WP_013544991.1		arginine--tRNA ligase	argS		BARCL_RS03030	1767	588	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	740311	741540	-							BARCL_RS03035	1230		old_locus_tag=BARCL_0672
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	740311	741540	-	WP_013544992.1	WP_013544992.1		deoxyguanosinetriphosphate triphosphohydrolase			BARCL_RS03035	1230	409	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	741657	741980	+							BARCL_RS03040	324		old_locus_tag=BARCL_0673
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	741657	741980	+	WP_013544993.1	WP_013544993.1		iron-sulfur cluster assembly accessory protein			BARCL_RS03040	324	107	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	742041	743006	+							BARCL_RS03045	966		old_locus_tag=BARCL_0674
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	742041	743006	+	WP_049785185.1	WP_049785185.1		hypothetical protein			BARCL_RS03045	966	321	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	743056	743844	+							BARCL_RS03050	789		old_locus_tag=BARCL_0675
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	743056	743844	+	WP_013544995.1	WP_013544995.1		cytochrome c biogenesis CcdA family protein			BARCL_RS03050	789	262	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	743860	745209	+					glmU		BARCL_RS03055	1350		old_locus_tag=BARCL_0676
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	743860	745209	+	WP_013544996.1	WP_013544996.1		bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU		BARCL_RS03055	1350	449	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	745384	747201	+					glmS		BARCL_RS03060	1818		old_locus_tag=BARCL_0677
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	745384	747201	+	WP_013544997.1	WP_013544997.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		BARCL_RS03060	1818	605	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	747442	749547	-					recG		BARCL_RS03065	2106		old_locus_tag=BARCL_0678
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	747442	749547	-	WP_013544998.1	WP_013544998.1		ATP-dependent DNA helicase RecG	recG		BARCL_RS03065	2106	701	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	749944	753432	+					dnaE		BARCL_RS03070	3489		old_locus_tag=BARCL_0679
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	749944	753432	+	WP_013544999.1	WP_013544999.1		DNA polymerase III subunit alpha	dnaE		BARCL_RS03070	3489	1162	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	753676	754950	-							BARCL_RS03075	1275		old_locus_tag=BARCL_0680
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	753676	754950	-	WP_013545000.1	WP_013545000.1		FAD-binding protein			BARCL_RS03075	1275	424	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	754972	755220	-							BARCL_RS03080	249		old_locus_tag=BARCL_0681
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	754972	755220	-	WP_013545001.1	WP_013545001.1		zinc-finger domain-containing protein			BARCL_RS03080	249	82	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	755529	757709	+							BARCL_RS03085	2181		old_locus_tag=BARCL_0683
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	755529	757709	+	WP_041578865.1	WP_041578865.1		RNA degradosome polyphosphate kinase			BARCL_RS03085	2181	726	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	757718	759232	+							BARCL_RS03090	1515		old_locus_tag=BARCL_0684
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	757718	759232	+	WP_013545004.1	WP_013545004.1		Ppx/GppA family phosphatase			BARCL_RS03090	1515	504	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	759290	760450	-					rnd		BARCL_RS03095	1161		old_locus_tag=BARCL_0685
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	759290	760450	-	WP_026501115.1	WP_026501115.1		ribonuclease D	rnd		BARCL_RS03095	1161	386	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	760585	762375	+					aspS		BARCL_RS03100	1791		old_locus_tag=BARCL_0686
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	760585	762375	+	WP_013545006.1	WP_013545006.1		aspartate--tRNA ligase	aspS		BARCL_RS03100	1791	596	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	762726	764975	+					parC		BARCL_RS03105	2250		old_locus_tag=BARCL_0687
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	762726	764975	+	WP_013545007.1	WP_013545007.1		DNA topoisomerase IV subunit A	parC		BARCL_RS03105	2250	749	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	765071	766324	-							BARCL_RS03110	1254		old_locus_tag=BARCL_0688
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	765071	766324	-	WP_013545008.1	WP_013545008.1		multidrug effflux MFS transporter			BARCL_RS03110	1254	417	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	766392	766724	-					grxD		BARCL_RS03115	333		old_locus_tag=BARCL_0689
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	766392	766724	-	WP_013545009.1	WP_013545009.1		Grx4 family monothiol glutaredoxin	grxD		BARCL_RS03115	333	110	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	766825	767058	-							BARCL_RS03120	234		old_locus_tag=BARCL_0690
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	766825	767058	-	WP_013545010.1	WP_013545010.1		BolA family transcriptional regulator			BARCL_RS03120	234	77	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	767111	769324	-					purL		BARCL_RS03125	2214		old_locus_tag=BARCL_0691
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	767111	769324	-	WP_013545011.1	WP_013545011.1		phosphoribosylformylglycinamidine synthase subunit PurL	purL		BARCL_RS03125	2214	737	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	769722	770393	-					purQ		BARCL_RS03130	672		old_locus_tag=BARCL_0692
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	769722	770393	-	WP_013545012.1	WP_013545012.1		phosphoribosylformylglycinamidine synthase subunit PurQ	purQ		BARCL_RS03130	672	223	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	770405	770644	-					purS		BARCL_RS03135	240		old_locus_tag=BARCL_0693
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	770405	770644	-	WP_013545013.1	WP_013545013.1		phosphoribosylformylglycinamidine synthase subunit PurS	purS		BARCL_RS03135	240	79	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	770727	771491	-							BARCL_RS03140	765		old_locus_tag=BARCL_0694
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	770727	771491	-	WP_013545014.1	WP_013545014.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			BARCL_RS03140	765	254	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	771680	772228	-							BARCL_RS03145	549		old_locus_tag=BARCL_0695
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	771680	772228	-	WP_013545015.1	WP_013545015.1		alpha/beta hydrolase			BARCL_RS03145	549	182	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	772238	773539	-					purB		BARCL_RS03150	1302		old_locus_tag=BARCL_0696
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	772238	773539	-	WP_013545016.1	WP_013545016.1		adenylosuccinate lyase	purB		BARCL_RS03150	1302	433	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	773549	774223	-					rpe		BARCL_RS03155	675		old_locus_tag=BARCL_0697
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	773549	774223	-	WP_013545017.1	WP_013545017.1		ribulose-phosphate 3-epimerase	rpe		BARCL_RS03155	675	224	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	774380	774919	+							BARCL_RS03160	540		old_locus_tag=BARCL_0698
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	774380	774919	+	WP_013545018.1	WP_013545018.1		flavin reductase			BARCL_RS03160	540	179	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	775181	775474	-							BARCL_RS03165	294		old_locus_tag=BARCL_0699
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	775181	775474	-	WP_155914832.1	WP_155914832.1		flagellar biosynthetic protein FliO			BARCL_RS03165	294	97	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	775740	778304	+							BARCL_RS03170	2565		old_locus_tag=BARCL_0700
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	775740	778304	+	WP_013545020.1	WP_013545020.1		PAS domain-containing hybrid sensor histidine kinase/response regulator			BARCL_RS03170	2565	854	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	778502	779113	-					purN		BARCL_RS03175	612		old_locus_tag=BARCL_0701
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	778502	779113	-	WP_013545021.1	WP_013545021.1		phosphoribosylglycinamide formyltransferase	purN		BARCL_RS03175	612	203	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	779110	780195	-					purM		BARCL_RS03180	1086		old_locus_tag=BARCL_0702
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	779110	780195	-	WP_013545022.1	WP_013545022.1		phosphoribosylformylglycinamidine cyclo-ligase	purM		BARCL_RS03180	1086	361	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	780412	781581	+							BARCL_RS03185	1170		old_locus_tag=BARCL_0703
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	780412	781581	+	WP_049785186.1	WP_049785186.1		AI-2E family transporter			BARCL_RS03185	1170	389	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	781578	782267	+					hdaA		BARCL_RS03190	690		old_locus_tag=BARCL_0704
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	781578	782267	+	WP_013545024.1	WP_013545024.1		DnaA regulatory inactivator HdaA	hdaA		BARCL_RS03190	690	229	
gene	tRNA	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	782860	782936	+							BARCL_RS03195	77		old_locus_tag=BARCL_tRNA7
tRNA		GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	782860	782936	+				tRNA-Pro			BARCL_RS03195	77		anticodon=TGG
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	783024	783329	+							BARCL_RS03200	306		old_locus_tag=BARCL_0705
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	783024	783329	+	WP_013545025.1	WP_013545025.1		ETC complex I subunit			BARCL_RS03200	306	101	
gene	tRNA	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	783366	783442	+							BARCL_RS03205	77		old_locus_tag=BARCL_tRNA8
tRNA		GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	783366	783442	+				tRNA-Arg			BARCL_RS03205	77		anticodon=TCT
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	783513	783707	+							BARCL_RS03210	195		old_locus_tag=BARCL_0706
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	783513	783707	+	WP_013545026.1	WP_013545026.1		hypothetical protein			BARCL_RS03210	195	64	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	784442	784807	+							BARCL_RS03215	366		old_locus_tag=BARCL_0707
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	784442	784807	+	WP_013545027.1	WP_013545027.1		response regulator			BARCL_RS03215	366	121	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	784913	785398	-					rpsI		BARCL_RS03220	486		old_locus_tag=BARCL_0708
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	784913	785398	-	WP_013545028.1	WP_013545028.1		30S ribosomal protein S9	rpsI		BARCL_RS03220	486	161	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	785400	785864	-					rplM		BARCL_RS03225	465		old_locus_tag=BARCL_0709
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	785400	785864	-	WP_013545029.1	WP_013545029.1		50S ribosomal protein L13	rplM		BARCL_RS03225	465	154	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	786107	787891	+					recJ		BARCL_RS03230	1785		old_locus_tag=BARCL_0710
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	786107	787891	+	WP_013545030.1	WP_013545030.1		single-stranded-DNA-specific exonuclease RecJ	recJ		BARCL_RS03230	1785	594	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	787908	789986	-					parE		BARCL_RS03235	2079		old_locus_tag=BARCL_0711
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	787908	789986	-	WP_013545031.1	WP_013545031.1		DNA topoisomerase IV subunit B	parE		BARCL_RS03235	2079	692	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	790081	790806	-					lipB		BARCL_RS03240	726		old_locus_tag=BARCL_0712
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	790081	790806	-	WP_013545032.1	WP_013545032.1		lipoyl(octanoyl) transferase LipB	lipB		BARCL_RS03240	726	241	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	791128	791979	-							BARCL_RS03245	852		old_locus_tag=BARCL_0714
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	791128	791979	-	WP_013545034.1	WP_013545034.1		TPM domain-containing protein			BARCL_RS03245	852	283	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	791980	792627	-							BARCL_RS03250	648		old_locus_tag=BARCL_0715
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	791980	792627	-	WP_013545035.1	WP_013545035.1		LemA family protein			BARCL_RS03250	648	215	
gene	tRNA	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	793148	793223	-							BARCL_RS03255	76		old_locus_tag=BARCL_tRNA34
tRNA		GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	793148	793223	-				tRNA-Val			BARCL_RS03255	76		anticodon=TAC
gene	tRNA	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	793449	793525	+							BARCL_RS03260	77		old_locus_tag=BARCL_tRNA9
tRNA		GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	793449	793525	+				tRNA-Asp			BARCL_RS03260	77		anticodon=GTC
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	793862	794227	+							BARCL_RS03265	366		old_locus_tag=BARCL_0716
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	793862	794227	+	WP_013545036.1	WP_013545036.1		NADH-quinone oxidoreductase subunit A			BARCL_RS03265	366	121	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	794218	794799	+							BARCL_RS03270	582		old_locus_tag=BARCL_0717
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	794218	794799	+	WP_013545037.1	WP_013545037.1		NADH-quinone oxidoreductase subunit B			BARCL_RS03270	582	193	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	794813	795421	+							BARCL_RS03275	609		old_locus_tag=BARCL_0718
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	794813	795421	+	WP_013545038.1	WP_013545038.1		NADH-quinone oxidoreductase subunit C			BARCL_RS03275	609	202	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	795644	796834	+							BARCL_RS03280	1191		old_locus_tag=BARCL_0719
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	795644	796834	+	WP_013545039.1	WP_013545039.1		NADH-quinone oxidoreductase subunit D			BARCL_RS03280	1191	396	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	796834	797511	+					nuoE		BARCL_RS03285	678		old_locus_tag=BARCL_0720
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	796834	797511	+	WP_013545040.1	WP_013545040.1		NADH-quinone oxidoreductase subunit NuoE	nuoE		BARCL_RS03285	678	225	
